id,message,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
342,The Google juggernaut steams ahead. What are your thoughts on AI? Let us know in the comments below.   #AI #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving #MoneyBackPromise   https://venturebeat.com/2019/09/26/google-ais-albert-claims-top-spot-in-multiple-nlp-performance-benchmarks/,1,14,12,1,0,1,0,0,12
343,Is AI development only for the tech elite? Share your thoughts with us in the comments below.   https://www.nytimes.com/2019/09/26/technology/ai-computer-expense.html   #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,9,9,0,0,0,0,0,9
344,Does your company invest in reskilling employees?   #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,9,9,0,0,0,0,0,9
345,Tune in to Network on SABC tonight at 8:30 (DSTV channel 404) to hear our very own Mark Schroeder talk about The EXPLORE Data Science Academy. 🚀  #exploredatascienceacademy #datascience #machinelearning #ai #futureproofyourself #4idr,3,36,32,4,0,0,0,0,32
346,"Everything you see around you is a solution to some sort of problem. We are pioneers of the future. We teach people how to do amazing things in this world. EXPLORE Data Science Academy - Amazing People, Amazing Things  #ExploreDataScienceAcademy #DataScience #AmazingPeopleAmazingThings #JoinTheRevolution",2,39,35,4,0,0,0,0,35
347,"So you've heard that data science is the hottest career choice at the moment, but you're not sure what that means for you? These are some of the options and avenues you could EXPLORE.  #datascience #futureproofyourself #jointherevolution  http://www.kake.com/story/41123252/starting-a-career-in-data-science-what-are-your-options",3,21,20,1,0,0,0,0,20
348,https://www.skillsportal.co.za/content/get-career-data-science-or-your-money-back,1,21,20,0,0,1,0,0,20
349,How can analytics academies like EXPLORE Data Science Academy help your business scale AI transformations?,1,16,16,0,0,0,0,0,16
350,"""If you give me 100 skilled data engineers, machine learning guys and IT professionals I would take them tomorrow.” #ExploreDataScienceAcademy #FutureproofYourself #AmazingPeopleAmazingThings",4,38,33,4,0,1,0,0,33
351,,0,56,51,4,0,1,0,0,51
352,"With the multitude of people being impacted, we need to ensure the AI we create is inclusive and fairly representative. Join us on 27 Sept for a talk and discussion session speaking on the current issues and potential solutions to increase diversity in AI lead by Renee Cummings, criminologist and AI influencer, and Regina Huber, transformational leadership specialist. RSVP at the link: https://www.meetup.com/ArtificialIntelligenceZA/events/264808828/ #aiethics #datascience",0,6,6,0,0,0,0,0,6
353,Fintech entrepreneurs with a passion for data science are invited to apply for a year-long programme aimed at honing their ideas and skills. #FinTech #DataScience #Entrepreneur,1,12,11,1,0,0,0,0,11
354,"Up next at our Meetup was Jade Abbott from Retro Rabbit, giving a talk on machine translation for African languages. This is research done in collaboration with one Explore's data scientist. She inspired us to get more involved in the research community and not to be shy to publish our work. Jade provided pointers on how to improve our models for low resource languages. Let's put Africa on the NMT map! Train an NMT model for your own language data. https://github.com/jaderabbit/masakhane #nlproc #machinelearning #languages",0,21,19,2,0,0,0,0,19
355,"Last night we had an event at our Joburg campus. First up at our Meetup was our very own data scientist, Jonathan Gerrand, with his talk: Medical Imaging within Africa: A prescription for promise or a poor prognosis? He explained to us how to look at chest radiographs, showing how complicated reading medical images is. Thanks Jonathan for such an amazing talk! We had a lot of fun and learnt a lot! What a roller-coaster of a talk :) #machinelearning #ml4health #medicalimaging",0,43,36,7,0,0,0,0,36
356,"Hey Data Scientists! Explore will be having another MeetUp at the JHB campus on Sept 10. Fantastic talks will be given Jade Abbott  and Raesetje Sefala.  If you're interested, please book a spot https://meetup.com/Explore-AI-JHB-Meetup-Group/events/264155749/ #DataScience #Johannesburg #MeetUp",1,18,18,0,0,0,0,0,18
357,Data science importance grows as data becomes an optimisation tool #datascience #southafrica https://www.engineeringnews.co.za/article/data-science-importance-grows-as-data-becomes-optimisation-tool-2019-08-09/rep_id:4136,0,14,12,2,0,0,0,0,12
358,Our students will be having an event on 30 Aug for #WomensMonth. The event will be around learning about #datascience and also starting a conversation on why young women are hesitant to enter into careers in tech. If you would like to attend please RSVP at https://forms.gle/ZHnkoGbx1stYXiwu8,1,21,17,4,0,0,0,0,17
359,,0,22,22,0,0,0,0,0,22
360,"Applications for our 1-year Data Science program are open! Visit our website https://www.explore-datascience.net to apply! We have campuses in #CapeTown and #Joburg. The Academy is perfect for those passionate about a career in #DataScience, #MachineLearning and problem-solving in #SouthAfrica",7,27,22,5,0,0,0,0,22
361,The last couple of weeks our students have been learning about unsupervised learning techniques and applying their minds to Johannesburg traffic data. Here they are sharing their insights. Such great work! #machinelearning #datascience #jhbtraffic #southafrica,0,53,44,9,0,0,0,0,44
362,"Benjamin Rosman teaching us about #ReinforcementLearning  ""Sometimes you want to explore - this place is pretty good at that - and sometimes you want to exploit""  ""You always have a small probability of trying new things - and that's learning"" #MachineLearning #DataScience",0,32,27,5,0,0,0,0,27
363,"""It's not going to do what you want it to do, it's going to do what you told it to do"" Learning how to make decisions in an uncertain world with Benjamin Rosman at our JHB campus. #ReinforcementLearning #MachineLearning #Johannesburg",0,45,42,3,0,0,0,0,42
364,"""What happens when an algorithm cuts your healthcare?"" Pelonomi Moiloa  giving a terrific talk on the ethics and bias within data science at our JHB campus. #DataScience #MachineLearning #ethics #Johannesburg",2,57,50,7,0,0,0,0,50
366,Did you hear? Explore Data Science Academy will be holding their first event on July 23rd at the JHB Campus. Fantastic talks will be given by Benji Rosman and Pelonomi Moiloa on making decisions in an uncertain world and the ethics and bias within data science. Seats are limited! Please book at the link: https://forms.gle/TGgMr91H3sfSN56X7,2,19,17,2,0,0,0,0,17
367,Explore students attending the #AWSSummit in #CapeTown. One student is on the leaderboard for his #MachineLearning model driving the AWS DeepRacer!,1,67,55,12,0,0,0,0,55
368,"Next stop, Durban!  https://www.itweb.co.za/content/Olx4zMkgYm1M56km?utm_source=enews&utm_medium=email #datascience #education #southafrica #durban #machinelearning",4,79,63,14,0,2,0,0,63
369,Explore Data Science Academy offers 500 free data science learnerships for 2020! https://bizcom.to/1/44x2 via Bizcommunity.com #datascience #education #southafrica,0,47,42,4,0,1,0,0,42
370,https://www.itnewsafrica.com/2019/07/explore-data-science-academy-increases-free-data-science-learnerships/,0,15,15,0,0,0,0,0,15
371,Local demand for skills drives increase in learnerships https://www.skillsportal.co.za/content/local-demand-skills-drives-increase-learnerships#.XSRO4kv1VLU.twitter via Skills Portal #datascience #southafrica #education,0,20,18,2,0,0,0,0,18
372,#education #datascience #southafrica,2,43,37,6,0,0,0,0,37
373,"Applications for our 1 year Data Science program are open! Visit our website https://www.explore-datascience.net to apply! We have campuses in #CapeTown and #Joburg. The Academy is perfect for those passionate about a career in #DataScience, #MachineLearning and problem solving #SouthAfrica",2,36,36,0,0,0,0,0,36
374,Roughly 160 of our students are working on the Zindi.Africa Xente Fraud Detection Challenge today! Its a tough challenge! #hackathon #machinelearning #forensicdata #southafrica,1,74,65,6,0,2,1,0,65
375,Students across our Joburg and Cape Town campuses giving presentations today about Classification and the many uses of it. Such great talks! #DataScience #MachineLearning #CapeTown #Johannesburg,2,53,41,12,0,0,0,0,41
376,One of our students has been dubbed number 1 scientist in the world for the work he did for his Masters degree! Such incredible work! Well done Martin!  https://briefly.co.za/29958-south-african-student-dubbed-number-1-scientist-world.html,5,114,94,17,1,2,0,0,94
377,UK’s largest water utility Thames Water gains strategic analytics from SA firm Explore http://disq.us/t/3fsh0s3,0,21,18,3,0,0,0,0,18
378,Check out this article about our FinTech students! https://ventureburn.com/2019/06/twenty-startups-explore-pitch-for-alphacode-incubate/?utm_campaign=shareaholic&utm_medium=twitter&utm_source=socialnetwork,0,44,38,5,0,1,0,0,38
379,Palesa Moloi is combining her CA qualification with her passion for technology to take a startup parking app ParkUpp to a global audience.  https://www.investec.com/en_za/welcome-to-investec/women-on-the-rise/palesa-moloi.html,1,69,61,7,0,1,0,0,61
380,All our students hard at work on Kaggle predicting prices of Cape Town House Prices. 143 people up on the leaderboard with 1781 submissions! These guys sure do work hard! #datascience #machinelearning #southafrica,3,68,63,5,0,0,0,0,63
381,Congrats to Palesa from our FinTech incubator! She's the cofounder of ParkUpp an online platform where landlords with idle parking spaces can make extra cash by listing their parkings for people to use. ParkUpp landed a big client today! Go team! Check out their website https://parkupp.co.za/,2,101,85,16,0,0,0,0,85
382,Another day of Data Science Bootcamp at African Bank today! They are investing in their future. Get involved now and turbo charge your company's data skills https://www.explore-datascience.net/corporate,0,23,23,0,0,0,0,0,23
383,"Running Data Science bootcamps at African Bank today! Our bootcamps turbo-boost your analyst community onto the latest Data Science tools, techniques and platforms. #DataScience #MachineLearning #SouthAfrica",2,48,47,1,0,0,0,0,47
384,Another day of presentations regarding the data analytics done on the Cape Town water crisis. Looks like the ladies are representing today! Go Team! #WomenInSTEM #datascience #explore #watercrisis,0,47,43,4,0,0,0,0,43
385,EDSA students presenting their findings on the Cape Town Water Crisis today. Great insights coming out of today. Go Team! #datascience #explore #watercrisis,2,48,41,7,0,0,0,0,41
386,"Explore, a joint initiative by the Explore Data Science Academy and start-up incubation vehicle AlphaCode, has selected 20 candidates to participate in its 12-month data science and business skills programme.  https://www.itweb.co.za/content/xA9POvNYlGBqo4J8",3,19,17,2,0,0,0,0,17
387,https://hbr.org/2019/03/why-data-science-teams-need-generalists-not-specialists,0,13,13,0,0,0,0,0,13
388,"“Aim for simplicity in Data Science. Real creativity won’t make things more complex. Instead, it will simplify them.”   https://towardsdatascience.com/machine-learning-intuition-for-beginners-ba07a640d928",0,11,11,0,0,0,0,0,11
389,"Twenty South African fintech entrepreneurs have been selected to take part in the EXPLORE initiative, which aims to plug the gap in the dearth of data science skills and to boost top fintech ideas into viable business models.  http://disrupt-africa.com/2019/03/20-sa-fintech-entrepreneurs-selected-for-data-science-programme/",0,20,19,1,0,0,0,0,19
390,EXPLORE AI is partnering with the biggest water distribution utility in the UK.   We very proud to to be helping Thames water deliver safe and reliable drinking water to over 40million customers in the UK.    https://www.thesourcemagazine.org/interview-john-beaumont-chief-digital-officer-at-thames-water/,0,34,32,2,0,0,0,0,32
392,"Are you a smart 14 - 18 year old?   3 days until our Data Science for High School Course launches!   The course is entirely online, free and the first of its kind. With only 30 min a day over a 3 month period you could learn about complex algorithms , programming and machine learning.   Don't miss out! Follow this link to register https://explore-datascience.net/online-detail?id=1",4,82,76,6,0,0,0,0,76
393,"Next Monday the 11th of Feb, our Data Science for High School course launches for the first time! Follow the link below for more info and registration. The course is entirely online!  https://explore-datascience.net/online-detail?id=1",0,17,15,2,0,0,0,0,15
394,"Our highly anticipated Data Science for High School course launches 11 Feb! Check out this teaser clip, or follow the link below for more details and registration. We look forward to having you in the course.  Details and registration: https://bit.ly/2GaTpj9",0,18,16,2,0,0,0,0,16
395,EXPLORE is launching its Data Science for High School course during February 2019! A first of its kind in South Africa! As an academy we are concerned that vital skills for the future are not being thought at high schools.More information is provided in the video below.  TO APPLY for 2019 go to the following link. https://www.explore-datascience.net/online-detail?id=1,3,56,54,2,0,0,0,0,54
396,EXPLORE is launching its Data Science for High School course during February 2019! A first of its kind in South Africa! More information is provided in the video below.   https://www.youtube.com/watch?v=5rhh0Njah7g&feature=youtu.be&app=desktop,0,25,24,0,0,1,0,0,24
397,"Explore has recently launched its Data Science for High School course. Targeting 14 -18 year olds in South Africa, we believe its the first course of its kind.   Below is a link to our CEOs interview with DJ fresh this morning explaining why we need this course in South Africa  https://soundcloud.com/andrew-davis-821519089/audio-2019-01-15-09-13-04-1m4a",0,38,37,1,0,0,0,0,37
398,"An Awesome Demonstration!  None of the images in the video are real images all images were generated by a Generative Adversarial Network, A class of artificial intelligence algorithms.   https://www.youtube.com/watch?v=kSLJriaOumA&feature=youtu.be",0,13,13,0,0,0,0,0,13
399,https://blog.github.com/changelog/2019-01-08-pricing-changes/,0,9,9,0,0,0,0,0,9
400,"As an academy we are concerned that vital skills for the future are not being thought at high schools.  Our new data science course for high school learners aims teach programming, problem solving and complex algorithm design to better prepare learners for the 4th industrial revolution.   Applications and more information can be found in the link below.  https://explore-datascience.net/online-detail?id=1  https://www.htxt.co.za/2019/01/09/edsa-launches-sas-first-online-data-science-course-for-high-school-learners",0,48,48,0,0,0,0,0,48
401,"According to the StackOverflow survey of 2018, Python is the most popular programming language in the world and is also known as the most suitable language for data science tools and applications.  At Explore we teach Python across the range of courses we offer.   https://irishtechnews.ie/how-python-is-used-in-data-science/",0,22,21,1,0,0,0,0,21
402,How you take a problem and create a data driven approach to tackle such problem is one of the skills we teach in our data science and data analytics courses.   Heres an interesting data driven approach to determining who was the most famous person to die in 2018.   https://www.huffingtonpost.com/entry/most-famous-celebrity-death-2018_us_5c26634ee4b08aaf7a903312,0,12,12,0,0,0,0,0,12
403,A little bit of fun to light up your Monday!  https://sports.yahoo.com/data-science-reveals-main-character-friends-083533006.html?guccounter=1,0,16,16,0,0,0,0,0,16
404,"Reinforcement learning will be a huge thing in Data science in 2019. While RL has been around for quite a while in the scholarly world, it has barely observed any industry adoption whatsoever.  https://www.analyticsinsight.net/new-trend-of-data-science-reinforcement-learning/",0,28,26,2,0,0,0,0,26
405,EXPLORE is launching its Data Science for High School course during February 2019! A first of its kind in South Africa! For more details go to: https://explore-datascience.net/online-detail?id=1,1,42,32,10,0,0,0,0,32
406,The hardworking elves toiling in the corridors of Redmond loaded up Santa's sled with two more developer treats in the form of Python updates for Visual Studio Code and a fresh preview of the venerable .NET Framework.  https://www.theregister.co.uk/2018/12/17/visual_studio_code_python_dotnet/,1,10,10,0,0,0,0,0,10
407,"What distinguishes computer vision from digital image processing?  Computer vision is usually considered to be more extensive: Computer vision tends to require some assumptions about the world as inputs, and also attempts to output some actionable decision.  https://towardsdatascience.com/what-even-is-computer-vision-531e4f07d7d0",0,13,13,0,0,0,0,0,13
408,Predicting doodles using deep learning proves to be quite an interesting problem. The article does very well at summing up the full data science / ML process and has some great take outs.   https://towardsdatascience.com/doodling-with-deep-learning-1b0e11b858aa,0,9,9,0,0,0,0,0,9
409,"Python Vs Excel: Who Wins?  ""Python is gaining popularity given that it is simple, straightforward, open source, can holistically embed with the technology stack, is extremely versatile, and is a very polyvalent language. Given that it has free and affordable resources, it makes it easy to get started. ""  https://www.analyticsindiamag.com/is-python-the-new-ms-excel-in-data-science/",0,24,24,0,0,0,0,0,24
410,Learn how to turn your Python notebooks into git hub gists so that potential employers can see your amazing work.  It also explains how you go about interacting with notebooks on github.   https://cognitiveclass.ai/blog/data-scientists-stand-out-by-sharing-your-notebooks/,1,16,16,0,0,0,0,0,16
411,This year at the Explore Data Science Academy two of the many skills taught were Python and Power BI.   You can now integrate the two! We looking forward to seeing next years data science candidates using Python inside Power BI.  https://towardsdatascience.com/using-python-in-power-bi-ee95a6b71443,0,27,25,2,0,0,0,0,25
412,Why combine Python and AI?  https://www.information-age.com/ai-machine-learning-python-123477066/,0,19,18,0,0,1,0,0,18
413,"Five business analytics trends for 2019.  1) Algorithms will become more transparent. Businesses will make it easier to understand what going on behind complex algorithms.   2) There will be a greater adoption of embedded analytics, meaning that users don't have to change from one platform to the next to understand the entirety of the business.   3) Natural language processing will be used to interact with data in a more contextual way.   4) BI platforms will be built to be used. Usage will become more important than it has been in the past where usage is often assumed but not monitored.   5) Greater migration to cloud platforms.  https://www.information-age.com/business-analytics-intelligence-123477004/",2,22,21,1,0,0,0,0,21
414,AI and machine learning is rapidly making its way into the financial services industry.  Explore Data Science Academy will be partnering with Rand Merchant Investments next year to train up 20 entrepreneurs with data science skills to help them build a Fintech start up.   The article below explains how AI is making its way into the financial services industry already.   https://towardsdatascience.com/ten-applications-of-ai-to-fintech-22d626c2fdac,7,12,12,0,0,0,0,0,12
415,INFORMATION IS BEAUTIFUL!   Some different ways to visualise information.   https://informationisbeautiful.net/,0,11,10,1,0,0,0,0,10
416,This is one of the most fun visualisations for population density and population growth.  Zoom into South Africa and see how our population has changed over time.   https://pudding.cool/2018/10/city_3d/,0,19,18,0,0,1,0,0,18
418,"This article has some great graphics and visualisations. But on a more serious note, are pop lyrics getting more repetitive over time?  https://pudding.cool/2017/05/song-repetition/",0,10,10,0,0,0,0,0,10
419,"There are many online courses about data science and machine learning that will guide you through a theory and provide you with some code examples and an analysis of very clean data.  However, in order to start practising data science, it is better if you challenge a real-life problem. Digging into the data in order to find deeper insights. Carrying out feature engineering using additional sources of data and building stand-alone machine learning pipelines.  This blogpost will guide you through the main steps of building a data science project from scratch.  https://medium.freecodecamp.org/how-to-build-a-data-science-project-from-scratch-dc4f096a62a1",4,27,25,1,0,1,0,0,25
420,,0,22,22,0,0,0,0,0,22
421,Some seriously cool python libraries! Definitely check these out.   https://opensource.com/article/18/11/python-libraries-data-science,1,17,16,0,0,1,0,0,16
422,One of the 5 skills in this article is Solving Real World Problems. While a lot of theoretical knowledge can be gained by doing courses data science learning is not complete until it is applied to practical problems.   Industry mentors can play a vital role in this aspect and industry mentors are part of what we offer at Explore Data Science Academy. Mentors will help with understanding the practical difficulties in applying their knowledge to real-world problems.   https://www.analyticsindiamag.com/top-5-key-skills-a-good-data-scientist-should-have,0,24,22,2,0,0,0,0,22
423,"Using machine learning/ deep learning to interpret medical tests is a huge growth area for data scientists, but how exactly would this work in reality?  This article gives one approach.   https://www.thehindubusinessline.com/specials/emerging-entrepreneurs/using-data-analytics-for-intelligent-pathology-reports/article25478277.ece",1,15,14,1,0,0,0,0,14
424,A great video on how AI and Humans can co-exist.   https://www.youtube.com/watch?v=ajGgd9Ld-Wc,0,10,7,3,0,0,0,0,7
425,"Google Cloud announces Kubeflow pipelines and AI Hub, two tools designed to help data scientists put to work across their organizations the models they create.  https://techcrunch.com/2018/11/08/new-google-tools-aim-to-make-it-easier-for-data-scientists-to-share-models/",0,20,19,1,0,0,0,0,19
426,NVIDIA has launched an open source project called Real-time Acceleration Platform for Integrated Data Science (RAPIDS) that aims to deliver end-to-end data science infrastructure based on GPUs.  https://www.forbes.com/sites/janakirammsv/2018/11/05/nvidia-brings-the-power-of-gpu-to-data-processing-pipelines/#2420b5a326a7,9,22,20,1,0,1,0,0,20
427,"GeoPandas Is great for working with geographical data in python.   If you have shape file data or latitudes and longitudes in your data sets, have a look at GeoPandas. Its great for manipulating and visualising geographical data.   https://towardsdatascience.com/geopandas-101-plot-any-data-with-a-latitude-and-longitude-on-a-map-98e01944b972",2,25,24,1,0,0,0,0,24
428,For those of you who just don't want to leave visual studio code. Heres how you can run Jupyter Notebooks from Visual Studio.  https://hub.packtpub.com/neuron-an-all-inclusive-data-science-extension-for-visual-studio/,0,24,23,1,0,0,0,0,23
429,"""Developing data science skills is one of the best things that you can do for your career.""  ""Not only does data science open global career opportunities to you – it’s a skill that businesses use in every field across the world""  https://www.pcworld.idg.com.au/brand-post/content/649045/data-science-the-career-path-for-professionals-that-want-options/",0,24,24,0,0,0,0,0,24
430,"More and more online resources are becoming available for learning data science. At the Explore Data Science Academy we are constantly updating our curriculum to leverage the best online material.   The learning material is only one piece of what is offered at the Explore Data Science Academy. Applying the material to real world problems, with a process and team that mimics the business environment, is just one of the benefits the Academy has over online courses.   www.refactored.ai",1,23,19,4,0,0,0,0,19
431,At Explore Data Science Academy we believe that the application of skills learned is extremely important part of the education process.   Hackerthons and online competitions are great ways to apply your data science skills to solve real world business problems. Kaggle is a well know hackethon based platform but there are some other interesting platforms in this article for those students looking for more.  https://www.analyticsindiamag.com/5-popular-hackathon-platforms-data-scientists-should-know-about/,2,19,17,2,0,0,0,0,17
432,"Time is running out!   Apply for AlphaCode’s new EXPLORE programme before the end of October.   The course includes fully sponsored tuition and a living stipend for those entrepreneurs looking to make it in the fintech space. You could also stand a chance to secure a R2 million entrepreneurial package for your winning idea from AlphaCode.   Find out more. https://www.alphacode-explore10x.club/  To apply, please email us the following:  1) Your CV 2) A 750-word essay describing your fintech business idea and how the world will be a better place with your business in it.  Please send the above to info@alphacode-explore10x.club by no later than 30 October 2018.",0,27,26,1,0,0,0,0,26
433,Amazon Web Services (AWS) has announced that it will open its first data centres in Africa in the first half of 2020.  https://www.cbronline.com/news/aws-africa-datacentre,0,38,32,5,0,1,0,0,32
434,A degree from a good university may be an indication that someone is capable of great things but as we have found out this year at the Explore Data Science Academy a degree is not necessary to do great things.   We look for young South Africans with the desire to learn and the aptitude and attitude to succeed as a data scientist. Often these students do not have a degree from a top university.    https://www.youtube.com/watch?v=CQbKctnnA-Y&feature=youtu.be&app=desktop,10,43,38,4,1,0,0,0,38
435,At the Explore Data Science Academy we are using a range of internal and external learning material in order to tailor the best 1 year learning experience for our students.  Our students for 2019 will have access to the online learning platform Data Camp as well as Udemy which was part of the 2018 curriculum.   We think Data Camp is a great addition based on its intuitive and practical learning style.   https://www.forbes.com/sites/gregoryferenstein/2018/10/21/datacamps-data-science-and-machine-learning-programs-a-review/#7a2c795252fc,0,23,21,2,0,0,0,0,21
436,Columbia Engineering is working on a measure that quantifies how difficult it is to read or interpret a graph.  Pixel Approximate Entropy is the name of the measure and the measure should help data scientists determine when the graphs they produce are overly difficult to read.   https://www.newswise.com/articles/new-data-science-method-makes-charts-easier-to-read-at-a-glance,1,12,12,0,0,0,0,0,12
437,The new campus for Explore Data Science Academy is at 19 Ameshoff. There is some Incredible development happening in the area.   https://vimeo.com/280172942,2,30,30,0,0,0,0,0,30
438,"""Data science is more than just a summation of hard skills. You need certain soft skills if you want to progress""  Great article on the softer skills that a data scientist needs to develop. At Explore Data Science Academy we are teaching softer skills in dedicated coaching sessions throughout the year.  https://www.siliconrepublic.com/advice/soft-skills-data-science-vin-vashishta",0,12,10,2,0,0,0,0,10
439,"""Do I need a strong background in math to join the Explore Data Science Academy?"" This was a question asked by students applying for next years data science academy.   We believe in focussing on solving the problem at hand. More often than not one doesn't need to dive into the deep mathematical detail behind the data science algorithms in order to do this.   This article makes some good points on the topic.   https://www.techrepublic.com/article/five-steps-for-getting-started-in-machine-learning-top-data-scientists-share-their-tips/",1,18,17,1,0,0,0,0,17
440,Before doing any machine learning you want to make sure you have data that is appropriate. Do you understand your data fields? Do you understand where the data comes from? Is the data you looking at the source of truth?  https://medium.com/machine-learning-in-practice/assessing-your-data-readiness-for-machine-learning-ab97e0e81166,0,15,14,0,0,1,0,0,14
441,An incredible opportunity for any young entrepreneur looking to break into the fintech industry.   Apply today by sending your CV together with a 750-word essay describing your fintech business idea and how the world will be a better place with your business in it  Please send the above to info@alphacode-explore10x.club by no later than 30 October 2018.  http://disrupt-africa.com/2018/10/explore-10x-initiative-seeks-sa-top-20-future-fintech-entrepreneurs/,2,15,15,0,0,0,0,0,15
442,For those young entrepreneurs looking to break into the Fin-Tech space have a listen to this podcast.   Explore Data Science Academy is joining forces with Rand Merchant Investment’s AlphaCode to help youngsters start up new Fin-Tech businesses in South Africa.  https://techcentral.co.za/interview-explore-data-science-academys-shaun-dippnall/84292/,9,74,63,8,0,3,0,0,63
444,Exciting news! We now have access to data camp for our data science students. Explore Data Science Academy students follow this link to create an account.   https://www.datacamp.com/groups/shared_links/a36605304caf770a4f73dfa07ad24d782aaee77a  We'll be using DataCamp for the Classroom in my data science class this semester! They support education around the world for free via this initiative. Find out more here: datacamp.com/groups/education,7,25,22,3,0,0,0,0,22
445,"Im sure you knew that google translate is an exciting application of AI, that is breaking down language barriers every day.   However It appears to be breaking into the music industry as well.   https://www.youtube.com/watch?v=GMi4MtyDg40",1,17,15,2,0,0,0,0,15
446,https://www.techemergence.com/everyday-examples-of-ai/  A cool article showing how AI is already ingrained in our normal day to day living.,16,10,10,0,0,0,0,0,10
447,https://www.itweb.co.za/content/nWJadMb8mBovbjO1  Zindi the Kaggle for Africa.   3 great Africa centric data science competitions already running. Get involved!,1,24,24,0,0,0,0,0,24
448,Can you classify this spiral data set using Tensorflow playground?  Tensorflow playground is a really fun way to get stuck into some deep learning.   playground.tensorflow.org,0,9,8,1,0,0,0,0,8
449,"Our talented Explore Data Science Academy students have recently embarked on the interning and work based learning stage of their 1 year data science course.   This article gives some good advice for those wishing to take their data science career to the next level.   ""Data scientists are expected to do more than just create algorithms and manage large sets of data. Experienced data scientists value comes not only from their technical abilities, but also their soft honed skills.""  https://hackernoon.com/how-to-grow-as-a-data-scientists-f27c9114fefb",2,25,25,0,0,0,0,0,25
450,Do you want to get an overview of what a data scientist does?  Have a look at this video to understand the incredibly exciting fields and areas of expertise that are out there for someone with data science skills.   https://www.youtube.com/watch?v=2ePf9rue1Ao,0,17,15,2,0,0,0,0,15
451,"Are you young, smart and ambitious?   Prepare for your future! Learn the skills that really matter. Sign up now for our 6 month Data Science for High School course. Only R499 per month. Built for smart teenagers.  Go to https://explore-datascience.net/online-detail?id=1 to register",1,17,17,0,0,0,0,0,17
452,Are you a smart teenager?   Want to learn the skills of the future? Learn these skills online from some of the top Data Science industry experts in South Africa. Follow the link to find out more.   https://explore-datascience.net/online-detail?id=1,0,526,526,0,0,0,0,0,526
453,"Deep learning is the ""New Electricity""! This coming from one of the founding fathers of machine learning Andrew Ng.  Fast AI is another great resource for those wanting a practical applied approach to applying deep learning. Take a look their blog below.   http://www.fast.ai/2016/10/11/fortune/",3,13,12,1,0,0,0,0,12
454,"The Explore Data Science Academy has a team of brilliant Data Scientists that need your help! They are creating an AI that can understand the South African accent. Its Awesome!  To those that have a laptop nearby or your phone (unless you have an iPhone :P) please visit https://voices-project.co.za , read and record the message on screen and submit.   Thanks in advance for everyone willing to participate. 🤟",0,31,28,3,0,0,0,0,28
455,"http://www.fast.ai/2017/03/23/focus-on-coding/  A great article! The best way to learn is through applying your skills to a real world problem. If these problem are something you are passionate about then this is the sweet spot!  The Explore Data Science Academy is centered around real world problems that are close to home. Problems that students can get excited about and apply their minds,  increasing their rate of learning in the process.",3,14,12,2,0,0,0,0,12
456,"Chris Albon's blog is a really great resource for those starting out as data scientists. He focuses on simple explanations, combined with concise python coding examples to help drive key concepts home. Check out his blog below!   https://chrisalbon.com/",0,20,19,1,0,0,0,0,19
457,Applications close today for our 1 Year Data Science Programme starting January 2019. Go to www.explore-datascience.net and apply now!,3,21,20,1,0,0,0,0,20
458,"Stand a chance to secure a R2 million entrepreneurial package by applying now for AlphaCode’s new EXPLORE programme.  AlphaCode’s EXPLORE programme is a customised 12-month programme aimed at helping you get ahead in fintech.  The course is paid for by Rand Merchant Investments and is offered at no cost to the twenty students selected to take part, who will also receive a stipend to cover basic living expenses for the year.  To apply, please email us your CV and a 750-word essay describing your fintech business idea and how the world will be a better place with your business in it.  Please send the above to info@alphacode-explore10x.club",3,9,9,0,0,0,0,0,9
459,https://thenewstack.io/mind-reading-ai-optimizes-images-reconstructed-brain-waves/  MIND READING! Yet another epic application of machine learning.   With new breakthroughs every day the future for data scientists is extremely exciting. If you have a passion for maths and problem solving then data science may be for you.   Apply for the EXPLORE Data Science Academy for 2019. Applications are closing on Sunday 9th September.   https://www.explore-datascience.net/,2,6,5,1,0,0,0,0,5
460,"Stand a chance to secure a R2 million entrepreneurial package for your winning idea from AlphaCode.  We’re looking for exceptional individuals with a passion for fintech, innovation and disruption. Give yourself the best shot at success and accelerate your fintech career by applying now for AlphaCode’s new EXPLORE programme.  AlphaCode’s EXPLORE programme is run in partnership with Explore Data Science Academy and offers an extensive, customised 12-month programme aimed at helping you get ahead in fintech.  The course is paid for by Rand Merchant Investments and is offered at no cost to the twenty students selected to take part, who will also receive a stipend to cover basic living expenses for the year.  Follow the link below to apply or find out more. https://www.alphacode-explore10x.club/",6,331,324,7,0,0,0,0,324
