id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
100,DON’T MISS OUT! BLACK FRIDAY SPECIAL! 20% off ALL e-Learning (Online) courses.  Starts: 28 November 2019 to 29 November 2019 (8am - 5pm) - 2 days ONLY.  Kickstart your career and SAVE TODAY!,11/22/2019 15:24,11/29/2019 11:10,22,9732,9081,418,17,213,2,1,9081
101,Kickstart your IT career! REGISTER TODAY for 6 month IT Engineer / 12 month Network Engineer or 6 month / 12 month Software Development (Full Stack developer) Classroom Training courses commencing 10 February 2020 at our Tyger Valley Campus (Cape Town). Limited seating! Contact a consultant on 0860 000 895 / info@it-academy.co.za for more information.  http://www.it-academy.co.za/classroom-courses.asp,11/15/2019 11:13,2/4/2020 6:37,92,6748,6054,527,16,146,4,1,6054
102,"REGISTER TODAY for 2020 Classroom Training at our Tyger Valley Campus! Software Development, Network Engineer and Cyber Security Full Time Classes. Classes commence February 2020. Don’t miss out, secure your seat today. Visit http://www.it-academy.co.za/classroom-courses.asp for more information or call 021 914 1789.",11/1/2019 14:44,11/25/2019 17:08,5,20,17,3,0,0,0,0,17
103,Visit IT Academy’s Tyger Valley Campus. Meet with a consultant today. Call 0219141789 to make an appointment.,10/11/2019 14:27,10/11/2019 14:27,0,25,23,2,0,0,0,0,23
104,Our e-Learning courses are graphical and interactive. Easily accessible on both Smartphone and Tablet. Register today at www.it-academy.co.za. Start anytime.,9/26/2019 16:28,9/26/2019 16:46,0,12,11,1,0,0,0,0,11
105,"Get in touch with IT Academy, email us at info@it-academy.co.za regarding course related queries and we will respond within 24 hours. Alternatively, please call 0219141789 / 0860000895 to speak with a consultant.  Leave your email address below and we will send you our monthly newsletter.",9/18/2019 16:33,11/25/2019 17:05,44,19,17,2,0,0,0,0,17
107,"Register today for the CompTIA A+ (IT Technician) e-Learning course. The IT Technician course covers Hardware, Software, Installation, Configuration & Troubleshooting of PCs and laptops from IT-Academy. Cost - R2495.00 (available on terms) Click on the following link for more information - http://www.it-academy.co.za/comptia-course.asp. Kickstart your career today!",8/23/2019 14:15,10/5/2020 21:10,11,20,19,0,0,0,1,0,19
108,,8/13/2019 12:33,8/13/2019 12:33,1,25,24,0,1,0,0,0,24
109,2020 REGISTRATION IS OPEN.  IT and Business Courses.  Kick start your career! Enroll today. Visit www.it-academy.co.za for more information.  0860000895 / 0219141789.,8/8/2019 15:34,12/7/2019 8:47,256,14642,13956,477,13,191,3,2,13956
110,Tyger Valley Campus – Bellville  MCSA SERVER 2016 CLASSROOM TRAINING:  70-740 – 12 August 2019 – 16 August 2019 70-741 – 26 August 2019 – 30 August 2019 70-742 – 16 September 2019 – 20 September 2019  Price: R15 990.00 incl. VAT.  Register today! Limited Seating.  www.it-academy.co.za | Tel: 0219141789.,5/30/2019 11:55,11/26/2019 10:59,17,3170,3055,68,3,44,0,0,3055
111,"REGISTRATION IS OPEN.  Visit www.it-academy.co.za for more information.  Arrange an appointment with a consultant, call 0860000895 today.",5/17/2019 10:26,1/2/2020 8:37,9,26,22,3,1,0,0,0,22
112,"2019 REGISTRATION IS OPEN IT & Business Courses. e-Learning (Online), Correspondence & Classroom Training Courses. Certificate, Support, Terms - Over 9000 Registered Learners. REGISTER NOW! www.it-academy.co.za| info@it-academy.co.za | 0860 000 895",5/10/2019 15:30,12/7/2019 20:24,279,21776,21281,360,11,122,1,1,21281
113,Would you like to meet with a consultant? Contact us today on 0219141789 and arrange an appointment.  www.it-academy.co.za,4/26/2019 13:17,7/22/2019 7:53,2,21,18,2,0,1,0,0,18
114,1 SEAT REMAINING. Register for 6 month IT Engineer and 12 month Network Engineer Classroom Training Courses commencing 11 February 2019 at our Tyger Valley Campus in Cape Town. Contact info@it-academy.co.za / 0219141789 for more information. www.it-academy.co.za / http://it-academy.co.za/classroom-courses.asp,2/8/2019 16:50,11/26/2019 11:01,11,1951,1920,23,0,8,0,0,1920
115,LIMITED SEATING. Register today for 6 month IT Engineer and 12 month Network Engineer Classroom Training Courses commencing 1st February 2019 at our Tyger Valley Campus. Contact 0219141789 / info@it-academy.co.za for more information. www.it-academy.co.za / http://it-academy.co.za/classroom-courses.asp,1/24/2019 16:35,5/25/2019 14:08,2,16,16,0,0,0,0,0,16
116,Don't miss out! Register today for 6 month IT Engineer (R28 000.00) and 12 month Network Engineer (R48 000.00) Classroom Training Courses commencing 1st February 2019 at our Tyger Valley Campus. Limited seating! Contact 0219141789 / info@it-academy.co.za for more information. www.it-academy.co.za,1/15/2019 17:41,7/15/2019 8:58,18,2911,2867,33,1,10,0,0,2867
117,Kickstart your IT career! Register today for 6 month IT Engineer and 12 month Network Engineer Classroom Training Courses commencing 1st February 2019 at our Tyger Valley Campus. Limited seating! Contact 0860 000 895 / info@it-academy.co.za for more information.  www.it-academy.co.za,12/12/2018 11:41,11/26/2019 11:03,49,4666,4608,47,1,10,0,0,4608
118,Don’t miss out on IT Academy’s Black Friday Deal! SAVE on IT & Business Courses.  20% off ALL e-Learning (Online) courses. Offer valid 23 November 2018 8am-5pm.  Promo Code: ITA2018. T&Cs apply. www.it-academy.co.za | 0860 000 895 | info@it-academy.co.za,11/19/2018 16:19,11/25/2019 17:09,1,4839,4818,11,1,8,1,0,4818
119,"REGISTER TODAY for an Online, Distance Learning or Full Time Classroom Training course. 6/12 Month Full Time Training commences 1st February 2019 (Limited Seating - Free Tablet & Student Card). www.it-academy.co.za | info@it-academy.co.za | 0860 000 895.",11/13/2018 16:08,6/3/2019 16:34,47,7068,7023,29,1,14,0,1,7023
120,Black Friday 23 November 2018.,11/13/2018 12:12,11/13/2018 16:45,1,18,18,0,0,0,0,0,18
121,,11/13/2018 11:26,2/24/2019 10:34,8,55,53,2,0,0,0,0,53
122,Don't miss out on our Black Friday Deals! SAVE on IT & Business courses. Offer starts 23 November 2018 (1 day only - 8am - 5pm). www.it-academy.co.za | info@it-academy.co.za | 0860000895,11/13/2018 10:55,11/22/2018 8:17,5,3421,3404,6,0,11,0,0,3404
123,IT Academy Tyger Valley Campus,10/4/2018 13:08,11/4/2018 23:21,3,99,95,4,0,0,0,0,95
124,"Get Internationally Certified with IT Academy. Register today for an e-Learning (Online), Distance Learning (Correspondence) or Classroom Training course. Visit www.it-academy.co.za for more information.",9/18/2018 16:08,3/11/2019 15:56,4,61,58,3,0,0,0,0,58
125,"Get Internationally Certified with IT Academy. Register today for an e-Learning (Online), Distance Learning (Correspondence) or Classroom Training course. Visit www.it-academy.co.za for more information.",9/18/2018 16:07,9/18/2018 16:07,0,40,39,1,0,0,0,0,39
126,"2019 REGISTRATION IS OPEN IT & Business Courses. e-Learning (Online), Correspondence & Classroom Training Courses. Certificate, Support, Terms - Over 8000 Registered Learners. REGISTER NOW! www.it-academy.co.za| info@it-academy.co.za | 0860 000 895",9/14/2018 16:57,12/21/2019 14:26,201,39966,39582,252,13,118,1,0,39582
128,"2019 REGISTRATION IS OPEN! Enroll today for an e-Learning (Online), Distance Learning (Correspondence) or Classroom Training course. To register please visit www.it-academy.co.za and click on Register Now.",9/12/2018 12:40,10/31/2018 23:23,10,44,44,0,0,0,0,0,44
129,"Follow IT Academy on Instagram for the latest updates on our IT and Business Courses. Please click on the following link to view our Instagram page, https://www.instagram.com/itacademycourses/",8/24/2018 12:03,8/30/2018 16:47,1,62,61,1,0,0,0,0,61
130,Kickstart your career! Register today for 2019 Classroom Training. IT Academy offers 6 month (Software Development / IT Engineer) and 12 month (Software Development / Network Engineer) Classroom Training Courses. Contact 0860000895/info@it-academy.co.za for more information.,8/23/2018 13:12,10/15/2018 7:35,16,54,53,1,0,0,0,0,53
131,"IT Academy offers e-Learning (Online), Distance Learning (Correspondence) and Classroom Training courses. For more information on each training methodology please click on the below links,   e-Learning (Online) - http://www.it-academy.co.za/e-learning.asp  Distance Learning (Correspondence) - http://www.it-academy.co.za/it-distance-learning.asp  Classroom Training - http://www.it-academy.co.za/classroom-courses.asp",8/22/2018 16:48,9/5/2018 20:13,5,63,61,2,0,0,0,0,61
132,Register today for 2019 Classroom Training. IT Academy offers 6 month and 12 month Classroom Training programs. Visit www.it-academy.co.za for more information or alternatively please call 0219141789.,8/22/2018 16:21,10/25/2018 18:08,1,48,47,1,0,0,0,0,47
133,REGISTER NOW for 2019 Classroom Training - 6 Month (IT Engineer or Software Development) or 1 Year (Network Engineer) course starting end January 2019. Limited Seating. Contact 0860 000 895/ info@it-academy.co.za for more information. *FREE Tablet and Student Card.,8/8/2018 11:14,1/18/2019 21:22,573,37491,36793,506,18,168,5,1,36793
134,IT Academy IT Engineer and Software Development Graduation 🎓,7/31/2018 12:32,10/12/2018 20:58,7,61,60,1,0,0,0,0,60
135,IT Academy Graduation 🎓  @ IT Academy,7/31/2018 11:37,8/22/2018 15:33,2,78,75,2,0,1,0,0,75
136,IT Academy Graduation - 27 July 2018,8/2/2018 10:43,9/7/2018 21:24,3,35,34,1,0,0,0,0,34
137,"Register today for The IT Professional e-Learning course. IT Professional covers Hardware, Software, Troubleshooting, Ethical Hacking, Open Source Operating Systems, Networking, Virtualization, Servers and lastly Best Service Practices for IT Managers (ITIL). #ITAcademy www.it-academy.co.za",7/4/2018 13:15,11/23/2018 12:52,9,51,50,1,0,0,0,0,50
138,"The SOFTWARE DEVELOPMENT (PROGRAMMING) BUNDLE includes Software Fundamentals (MTA), MCSD Web Application Development, C#, Azure Solutions Architect, Software Testing, C++ and Java Programming courses.",6/29/2018 10:27,9/12/2018 17:27,4,51,50,0,0,1,0,0,50
139,"Register today for the CompTIA A+ e-Learning course at R2495.00.   The CompTIA A+ 2015 course is intended for anyone who wishes to enter the IT professional field and requires IT Technician training to get them started with a career in technical support.   Click on the following link for more information, http://it-academy.co.za/comptia-course.asp",6/25/2018 16:45,8/10/2018 10:38,3,29,28,1,0,0,0,0,28
140,How did you discover IT Academy?,6/8/2018 14:27,6/8/2018 18:03,1,4,4,0,0,0,0,0,4
141,"Register today for the Software Development e-Learning (Online) course.   Software Development includes Software Fundamentals (MTA), MCSD Web Application Development, C#, Azure Solutions Architect, Software Testing, C++ and Java Programming courses.  Visit www.it-academy.co.za for more information.  0860000895 | 0219141789 | info@it-academy.co.za",6/4/2018 13:59,10/25/2018 21:24,1,25,24,0,0,1,0,0,24
142,"IT Academy Tyger Valley Campus.  Avanti Towers B4 1 North Block 35 Carl Cronje Drive Tygerfalls Bellville, 7535  Contact us on 0219141789 to arrange an appointment with a consultant.  www.it-academy.co.za",5/25/2018 15:31,11/8/2018 5:39,1,17,17,0,0,0,0,0,17
143,"IT Academy Tyger Valley Campus.  Avanti Towers B4 1 North Block 35 Carl Cronje Drive Tygerfalls Bellville, 7535  Contact us on 0219141789 to arrange an appointment with a consultant.  www.it-academy.co.za",5/25/2018 15:29,5/25/2018 15:29,0,15,15,0,0,0,0,0,15
144,"IT Academy Tyger Valley Campus.  Avanti Towers B4 1 North Block 35 Carl Cronje Drive Tygerfalls Bellville, 7535  Contact us on 0219141789 to arrange an appointment with a consultant.  www.it-academy.co.za",5/25/2018 15:28,5/25/2018 15:28,0,21,21,0,0,0,0,0,21
145,"IT Academy Tyger Valley Campus  Avanti Towers, 35 Carl Cronje Avenue, Tygerfalls, Bellville.",5/22/2018 15:01,5/22/2018 15:01,0,37,35,2,0,0,0,0,35
146,"CompTIA Security+ SY0-501 Classroom Training starts 14 May 2018  - 18 May 2018 (Tyger Valley Campus).   Limited Seating, Register today! Contact info@it-academy / 0860000895 for more information.  www.it-academy.co.za",5/4/2018 14:52,6/13/2018 18:32,1,20,20,0,0,0,0,0,20
147,"Security+ Classroom Training at IT Academy Tyger Valley Campus (1 Week)  Starts 14 May 2018 - 18 May 2018  Contact 0219141789 /  info@it-academy.co.za for more information.  Limited Seating, Register Today  www.it-academy.co.za",4/10/2018 12:03,4/15/2018 19:17,1,11,11,0,0,0,0,0,11
149,"Stay updated, Follow IT Academy on Instagram @itacademycourses www.it-academy.co.za",4/9/2018 13:04,4/9/2018 13:04,0,16,16,0,0,0,0,0,16
150,Register Today! CompTIA Server+ Classroom Training - 16 April 2018 - 21 April 2018 (Tyger Valley Campus) Limited Seating. Contact 0219141789 / info@it-academy.co.za for more information.,4/9/2018 9:13,4/17/2018 19:04,2,13,13,0,0,0,0,0,13
151,"REGISTRATION IS OPEN Enrol today for the A+ N+ CCNA e-Learning course.  Click on the following link for more information, http://it-academy.co.za/a-n-ccna-bundle.asp",3/23/2018 12:57,6/25/2018 16:30,3,16,16,0,0,0,0,0,16
152,Would you like to know what people are saying about IT Academy? Click on the following link - https://www.trustpilot.com/review/it-academy.co.za,3/16/2018 13:15,3/16/2018 13:15,0,13,13,0,0,0,0,0,13
153,"Register today for an MCSA 2016 e-Learning or Distance Learning course.   Please click on the following link for more information,   e-Learning: http://www.it-academy.co.za/mcsa-bundle.asp  Distance Learning: http://www.it-academy.co.za/mcsa-course.asp",3/16/2018 13:09,7/30/2018 23:57,1,5,5,0,0,0,0,0,5
154,"IT Academy offers e-Learning, Distance Learning and Classroom Training courses.   Click on the following links for more information.   e-Learning - http://it-academy.co.za/courses.asp  Distance Learning - http://it-academy.co.za/distance-learning-it-courses.asp  Classroom Training - http://it-academy.co.za/classroom-courses.asp",2/16/2018 14:48,3/6/2018 22:04,4,12,12,0,0,0,0,0,12
155,IT Academy Tyger Valley Campus.,2/16/2018 14:39,3/2/2018 15:18,0,23,23,0,0,0,0,0,23
156,"Register today for our Web & Graphics e-Learning course.   The Web & Graphics Bundle includes Web Design Essentials, HTML5, CSS3, JavaScript Essentials, Responsive Web Design, MCP Web APP (70-480), Adobe CC Overview, Acrobat, Dreamweaver, Photoshop, Illustrator, InDesign, Flash, Bootstrap, Drupal, Wordpress, PHP and TypeKit Programming courses.  Bundle price: R 5,995 http://it-academy.co.za/web-graphics-bundle.asp",2/15/2018 18:41,5/17/2019 10:56,1,12,12,0,0,0,0,0,12
157,"IT Academy Tyger Valley Campus 4B Avanti Towers, North Block, 4 Churchill Close, Bellville, 7530",1/24/2018 12:34,2/19/2018 18:01,1,18,18,0,0,0,0,0,18
158,"Register today for the Web & Graphics e-Learning Bundle.   The Web & Graphics Bundle includes Web Design Essentials, HTML5, CSS3, JavaScript Essentials, Responsive Web Design, MCP Web APP (70-480), Adobe CC Overview, Acrobat, Dreamweaver, Photoshop, Illustrator, InDesign, Flash, Bootstrap, Drupal, Wordpress, PHP and TypeKit Programming courses.  Bundle Price: R 5,995  Visit http://www.it-academy.co.za/web-graphics-bundle.asp for more information.   www.it-academy.co.za | 0860 000 895 | info@it-academy.co.za",1/19/2018 10:18,1/19/2018 10:41,1,16,16,0,0,0,0,0,16
159,The latest CompTIA Network+ N10-007 has been released at R2495.00  Visit http://www.it-academy.co.za/course.asp?skuID=COU060 for more information.   www.it-academy.co.za | info@it-academy.co.za | 0860 000 895,1/15/2018 16:49,1/22/2018 23:04,1,10,10,0,0,0,0,0,10
160,Limited seating! 6 Month (IT Engineer or Software Development) or 1 Year (Network Engineer or Software Development) Classroom Courses starting end January 2018. REGISTER NOW! www.it-academy.co.za | info@it-academy.co.za | 0860 000 895 Visit http://www.it-academy.co.za/classroom-courses.asp for more information.,1/15/2018 16:44,1/21/2018 20:56,3,15,14,1,0,0,0,0,14
161,"Register today for Network Engineer e-Learning Bundle.   The Network Engineer course covers Hardware, Software, Troubleshooting, CyberSecurity, Cisco Switching & Routing and Microsoft Server 2012 and 2016.  R 9,995  http://www.it-academy.co.za/cisco-course-bundle.asp",1/10/2018 14:55,4/19/2018 7:40,5,14,14,0,0,0,0,0,14
162,"2018 REGISTRATION IS OPEN Computer & Business Courses  Online, Correspondence & Classroom Training Courses. 6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) Classroom Courses starting end January 2018. REGISTER NOW! www.it-academy.co.za | info@it-academy.co.za | 0860 000 895",1/8/2018 13:33,2/15/2018 21:38,28,405,396,8,1,0,0,0,396
163,"Register today for the IT Professional e-Learning course.  The IT Professional course covers Hardware, Software, Troubleshooting, Ethical Hacking, Open Source Operating Systems, Networking, Virtualization, Servers and lastly Best Service Practices for IT Managers (ITIL).  Click on the following link for more information, http://www.it-academy.co.za/it-professional-bundle.asp",12/12/2017 17:54,12/25/2017 6:39,4,31,29,2,0,0,0,0,29
164,IT Academy Graduation 🎓  Register Today for 2018 Classroom Training.   6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) course starting end January 2018.  Contact 0860 000 895/ info@it-academy.co.za for more information. www.it-academy.co.za,12/6/2017 14:45,12/18/2017 10:23,4,45,45,0,0,0,0,0,45
165,2018 REGISTRATION IS OPEN Kickstart Your Career! www.it-academy.co.za | info@it-academy.co.za | 0860 000 895,12/1/2017 12:53,5/25/2018 16:13,3,19,19,0,0,0,0,0,19
166,Follow IT Academy on Instagram (@itacademycourses) for the latest updates and promotions on all our IT and Business related courses.   Don't miss out!,12/1/2017 11:44,12/1/2017 11:44,0,11,11,0,0,0,0,0,11
167,2018 REGISTRATION IS OPEN Kickstart Your Career! www.it-academy.co.za | info@it-academy.co.za | 0860 000 895,11/26/2017 18:30,11/28/2017 12:41,1,8,8,0,0,0,0,0,8
168,IT ACADEMY BLACK FRIDAY! 20% OFF All e-Learning Bundles. 10% OFF 1 Year Classroom Training. 15% OFF Distance Learning (Correspondence) courses.  Offer starts 24 November 2017 8:00am until 5:00pm.   Don't miss out! Limited offer.  www.it-academy.co.za | 0860 000 895 | info@it-academy.co.za T&Cs Apply.,11/23/2017 16:44,11/23/2017 16:44,0,295,294,0,0,1,0,0,294
170,REGISTER NOW for 2018 Classroom Training. 6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) course starting end January 2018. Contact 0860 000 895/ info@it-academy.co.za for more information. *FREE TABLET & STUDENT CARD. http://it-academy.co.za/classroom-courses.asp,11/20/2017 16:47,12/2/2018 2:54,26,270,264,5,1,0,0,0,264
171,"BLACK FRIDAY SALE! Starts 24 November 2017 8:00am until 5:00pm.  Don't miss out, Limited Offer!  www.it-academy.co.za",11/23/2017 17:13,11/23/2017 17:15,0,3,2,1,0,0,0,0,2
172,REGISTER NOW for 2018 Classroom Training. 6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) course starting end January 2018. Contact 0860 000 895/ info@it-academy.co.za for more information. *FREE Tablet and Student Card. http://it-academy.co.za/classroom-courses.asp,11/17/2017 13:19,11/20/2017 23:02,4,26,26,0,0,0,0,0,26
173,IT Academy's e-Learning (Online) Courses are available to study on both Android and IOS smartphones and tablets. Studying just got a whole lot easier! Register Today!  Visit www.it-academy.co.za for more information.,11/17/2017 12:37,11/17/2017 12:37,0,7,7,0,0,0,0,0,7
174,Kindly take a moment and write a review of your experience with IT Academy on TrustPilot - https://www.trustpilot.com/review/it-academy.co.za,11/10/2017 15:44,11/16/2017 14:08,1,2,2,0,0,0,0,0,2
175,REGISTER NOW for 2018 Classroom Training - 6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) course starting end January 2018. Contact 0860 000 895/ info@it-academy.co.za for more information.*FREE Tablet and Student Card. http://it-academy.co.za/classroom-courses.asp,11/2/2017 15:59,5/24/2018 21:09,22,782,768,12,2,0,0,0,768
176,Register today for ITIL Foundation Classroom Training starts 27-29 November 2017 (Tyger Valley Campus) - R3995.00. Limited Seating. Contact 0860 000 895 for more information.,10/30/2017 16:51,10/30/2017 18:48,3,10,10,0,0,0,0,0,10
177,REGISTER NOW for 2018 Classroom Training - 6 Month (IT Engineer or Software Development) or 1 Year (IT Professional or Software Development) course starting end January 2018. Contact 0860 000 895/ info@it-academy.co.za for more information.*FREE Tablet and Student Card.,10/27/2017 11:48,2/4/2020 23:27,78,1632,1585,37,8,2,0,0,1585
178,Register today for ITIL Foundation Classroom Training starts 29-31 January 2018 (Tyger Valley Campus) - R3995.00. Limited Seating.,10/13/2017 14:35,10/13/2017 17:06,1,18,18,0,0,0,0,0,18
179,CCNA ICND1 and ICND2 Classroom Training starts 9 October (2 week duration) at IT Academy Tyger Valley Campus. Contact 0860 000 895/ info@it-academy.co.za for more information.,9/21/2017 16:02,10/11/2017 16:04,5,177,177,0,0,0,0,0,177
180,CCNA ICND1 and ICND2 Classroom Training starts 9 October (2 week duration) at IT Academy Tyger Valley Campus. Contact 0860 000 895 for more information.,9/15/2017 16:23,11/5/2017 10:31,1,9,9,0,0,0,0,0,9
181,Please take a moment and kindly review IT Academy on Trust Pilot -  https://www.trustpilot.com/review/it-academy.co.za  - IT Academy Team,8/25/2017 15:13,8/25/2017 15:13,0,16,16,0,0,0,0,0,16
182,"Register today for the Network Engineer e-Learning Bundle.  The Network Engineer course covers Hardware, Software, Troubleshooting, CyberSecurity, Cisco Switching & Routing and Microsoft Server 2012 and 2016. Don't miss out! Contact 0860 000 895 for more information.",8/15/2017 16:37,9/22/2017 19:05,7,36,36,0,0,0,0,0,36
183,Register today for the A+ N+ MCSA 2016 e-Learning Bundle at R6495.00  Contact 0860 000 895 for more information.  http://www.it-academy.co.za/enrol.asp,8/7/2017 16:53,2/18/2018 9:47,2,16,16,0,0,0,0,0,16
184,"Congratulations to our CTEX prize winner Sinethemba Sigele.  You have one yourself a free online course through IT Academy. To claim your prize please email info@it-academy.co.za. Thank you to all who entered. Registration is open for Online, Distance Learning and Classroom Registration for 2018. Enrol here, http://it-academy.co.za/enrol.asp",7/31/2017 17:14,7/31/2017 17:14,0,12,11,0,0,1,0,0,11
185,IT Academy - CTEX Career Expo 2017,7/28/2017 15:53,7/28/2017 15:53,0,10,9,0,0,1,0,0,9
186,Thank you to everyone who visited IT Academy at the CTEX Career Expo on the 26th and 27th of July! Please refer to our Facebook Page at 5pm on Monday (31 July 2017) as we will announce the winner of the Free Course Giveaway Competition held at the CTEX Expo.,7/28/2017 15:49,7/28/2017 15:49,0,26,26,0,0,0,0,0,26
187,Come find IT Academy at the CTEX Career Expo 26-27 July 2017! Don't miss out! Stand a chance to win a free course!,7/26/2017 13:26,7/26/2017 22:04,1,18,18,0,0,0,0,0,18
188,Come find IT Academy at the CTEX Career Expo on 26 and 27 July 2017 at The Lookout V&A Waterfront Cape Town from 9am to 3pm! Stand a chance to WIN A FREE COURSE! Don't miss out!  Classroom - e-Learning - Distance Learning.,7/25/2017 13:31,7/25/2017 21:33,1,11,11,0,0,0,0,0,11
189,"MCSE Classroom Training Starts 31 July 2017 at IT Academy Tyger Valley Campus at R25 000! Limited Seating, Register today! Contact 0860 000 895 for more information.",7/21/2017 14:49,11/8/2018 5:45,2,10,10,0,0,0,0,0,10
191,"Register today for the Project Management Distance Learning Course - Cost is R4495.00! For more information, click on the following link - http://www.it-academy.co.za/project-management-course.asp",7/18/2017 9:52,7/19/2017 10:23,1,6,5,1,0,0,0,0,5
192,"Register today for the Software Development e-Learning Course!  The Software Development Bundle includes Software Fundamentals (MTA), MCSD Web Application Development, C#, Azure Solutions Architect, Software Testing, C++ and Java Programming courses.  Click on the following link for more information, http://www.it-academy.co.za/software-development-bundle.asp alternatively, contact us on 0860 000 895 today!",7/17/2017 17:13,3/29/2018 18:58,2,24,23,1,0,0,0,0,23
193,"Register today for the CompTIA A+, CompTIA N+ and Cisco Certified Network Associate (CCNA) e-Learning Bundle at R4495.00. Click on the following link for more information, http://it-academy.co.za/a-n-ccna-bundle.asp",6/30/2017 15:13,7/14/2017 0:34,6,29,29,0,0,0,0,0,29
194,"Just over a month until we commence our MCSE Classroom Training at the IT Academy Tyger Valley Campus! Don't miss out, Save R14 000! Starts 24 July 2017 - 6 November 2017 at R25 000.  Kickstart your career today! Register now!",6/20/2017 10:42,6/20/2017 10:43,0,11,11,0,0,0,0,0,11
195,"We have just released the MCSA Windows Server 2016 (70-740, 70-741, 70-742) Course at R4495.00  For more information contact us on 0860 000 895 | info@it-academy.co.za www.it-academy.co.za",5/25/2017 11:26,6/2/2017 17:07,1,16,16,0,0,0,0,0,16
196,"Don't miss out! Save R14 000! Register today for the MCSE Classroom Training Course at IT Academy Tyger Valley Campus!  Classes commence 24 July 2017 - 6 November 2017 at R25.000 ex VAT.   For more information, contact a consultant on 0860 000 895 |  info@it-academy.co.za  Limited Seating, enroll today! www.it-academy.co.za",5/24/2017 13:42,7/21/2017 17:48,7,916,915,1,0,0,0,0,915
197,"CompTIA N+ (Networking) Classroom Training Starts 15 May 2017 - 19 May 2017 at R4995.00 (Tyger Valley Campus) Secure a seat, Register today!  For more information contact a consultant on 0860 000 895 / info@it-academy.co.za | http://www.it-academy.co.za/comptia-networking-class.asp",5/12/2017 14:57,5/19/2017 13:07,2,21,21,0,0,0,0,0,21
198,"Excel Basic 1 Day Classroom Training - 12 May 2017 at R895.00 ex. Limited Seating, Register Today! Contact 0860 000 895 for more information. (IT Academy Tyger Valley Campus) www.it-academy.co.za",5/9/2017 11:17,5/9/2017 11:42,1,7,7,0,0,0,0,0,7
199,"Don't miss out on the CompTIA N+ (Networking) Classroom Training - Starts 15 May 2017 at R4995.00.  Limited Seating, Register Today! info@it-academy.co.za | 0860 000 895",5/2/2017 11:35,5/2/2017 11:36,0,5,5,0,0,0,0,0,5
200,Purchase any e-Learning Bundle before the end of April 2017 and receive a FREE e-Learning course of your choice to the value of R2495.00. Promotional Code: ITA2104 For more information contact - info@it-academy.co.za / 0860 000 895/ 021 914 1789 / 011 881 5623.,4/21/2017 14:53,4/21/2017 15:00,0,259,259,0,0,0,0,0,259
201,"Don't miss out on the IT Academy Giant Easter Sale! 10% OFF EVERYTHING! (e-Learning, Correspondence and Classroom Training Courses) Offer valid 13-18 APRIL 2017! Promo Code: ITA417. T&Cs Apply. For more information, contact a consultant on 0860 000 895 | info@it-academy.co.za",4/12/2017 15:58,4/15/2017 13:09,2,1776,1775,0,0,1,0,0,1775
202,"Upcoming Classroom Training at IT Academy Tyger Valley Campus:  CompTIA N+ (Networking) Starts 15 May 2017 at R4995.00  Secure a seat, Register today! For more information contact a consultant on 0860 000 895 | http://www.it-academy.co.za/comptia-networking-class.asp",4/5/2017 14:52,4/22/2017 18:12,8,411,409,1,0,1,0,0,409
203,"Upcoming IT Academy Classroom Training at the Tyger Valley Campus   - CompTIA Security+ Starts 24 April 2017 at R4995.00  - CCNA Routing and Switching Starts 22 May 2017 (10 Days) at      R15990.  Secure a seat, Register today! http://www.it-academy.co.za/enrol.asp | For more information contact a consultant on info@it-academy.co.za / 0860 000 895.",3/30/2017 16:10,5/12/2017 15:37,2,60,57,3,0,0,0,0,57
204,Visit Trustpilot to post a review of IT Academy.  Joe Chivhanga gave IT Academy 5 stars via @Trustpilot https://trstp.lt/30b2Gw,3/13/2017 16:25,3/13/2017 16:27,0,9,9,0,0,0,0,0,9
205,"IT Academy Upcoming Classroom Training 2017 (Tyger Valley Campus) - CompTIA Security+ - 24 April 2017 - R4995.00 - CCNA Routing and Switching - 22 May 2017 (10 days) -       R15990.00 - CompTIA N+ - 15 May 2017 - R4995.00 - MCSA Starts 24 July 2017  For more information contact IT Academy on 0860 000 895/ info@it-academy.co.za.  Kickstart your career, Register today!",3/10/2017 16:57,4/27/2017 23:29,16,347,344,3,0,0,0,0,344
206,"Join our ITIL Foundations Classroom Training Course starts 29-31 March 2017 at R3995.00 - Tyger Valley Campus. Limited Seating, Register today! Contact IT Academy on 0860 000 895 for more information.",2/28/2017 15:28,3/20/2017 15:43,6,277,277,0,0,0,0,0,277
207,"Registration is open! Enroll today for a Online, Distance Learning or Classroom Training Course.  Visit www.it-academy.co.za for more information.  Kickstart your career, Register now! http://www.it-academy.co.za/enrol.asp",2/28/2017 14:28,2/28/2017 14:29,0,8,8,0,0,0,0,0,8
